nct_id,relevance,brief_title,official_title,conditions_list,eligibility_criteria,description,keywords_list,Diseases,brief_title_concepts_list,official_title_concepts_list,brief_summary_concepts_list,conditions_list_concepts_list,eligibilities_concepts_list,keywords_list_concepts_list,CompletionDate,tot_subj_affected,tot_subj_risk,Status,pubmed_ids,citationSum,citationAvg,briefTitlePageRankScore,briefTitleAndSummaryCombinedPageRankScore,inclusion,exclusion
NCT02656186,0,Supplementation With Nutrients Modulating IGF-1 and Cytokines in Elderly People at Risk of Undernutrition,Supplementation With Nutrients Modulating IGF-1 Negatively Correlated With Changes in the Levels of Proinflammatory Cytokines in Community-dwelling Elderly People at Risk of Undernutrition,Malnutrition;,"Inclusion Criteria:          -  voluntarily agree to participate and sign in informed consent form          -  aged 65 years or older          -  a serum prealbumin level≤30 mg/dL and a BMI<25 kg/m2        Exclusion Criteria:          -  inability to perform oral ingestion          -  known allergies to milk or eggs          -  an inability to communicate, such as those with Alzheimer's disease          -  malabsorption syndrome, a history of gastrectomy or enterectomy          -  diabetes, liver disease, renal disease, neurological disease, pancreatitis,             malignancy, cardiovascular or cerebrovascular disease, metabolic syndrome          -  any other disease requiring treatment, medication or alcohol abuse          -  any condition that the investigator believes may put the subjects at under risk","The purpose of this study was to determine the improvement in nutritional status, especially      in the level of insulin-like growth factor-1 (IGF-1) and its relationship with changes in the      circulating cytokine levels, after providing extra protein and energy contents to      community-dwelling older adults at risk of undernutrition.",,Nutritional and Metabolic Diseases;,C0242297;C0162429;C1524094,C0242297;C0162429;C1524094;C4319952;C0205160;C3694424;C2946261,C0392209;C0162429;C1552853;C0021641;C0018270;C0424589;C0947630;C0870814;C3844714;C0699530;C3694424;C1101725;C1555709;C0033621;C4082977,C0162429,C0007820;C0024523;C0009797;C0027765;C0002395;C0524620;C3887460;C0023895;C0022658;C0085762;C0030305;C0566001;C0017118;C0192616;C0006826;C0013227;C0020517;C0087111;C0012634;C0011849;C0262512;C0012634;C0229671;C0026131;C3843802;C0337441,C1140111,20151201,,,Completed,27933679,1,1.0,0.021371607852577,0.019903560453561,voluntarily agree to participate and sign in informed consent form;;;;;;;;;;aged 65 years or older;;;;;;;;;;a serum prealbumin levelΓëñ30 mg/dL and a BMI<25 kg/m2,"inability to perform oral ingestion;;;;;;;;;;known allergies to milk or eggs;;;;;;;;;;an inability to communicate, such as those with Alzheimer's disease;;;;;;;;;;malabsorption syndrome, a history of gastrectomy or enterectomy;;;;;;;;;;diabetes, liver disease, renal disease, neurological disease, pancreatitis,             malignancy, cardiovascular or cerebrovascular disease, metabolic syndrome;;;;;;;;;;any other disease requiring treatment, medication or alcohol abuse;;;;;;;;;;any condition that the investigator believes may put the subjects at under risk"
NCT02262429,0,Quality Improvement Program (QIP) to Reduce 30-Day Readmission in Malnourished Hospitalized Patients,"Does a Rapid, Comprehensive Oral Nutritional Supplementation Quality Improvement Program (QIP) Reduce 30-Day Readmission in Malnourished Hospitalized Patients?",Malnutrition;,"Inclusion Criteria:          -  Patient is ≥ 18 years of age.          -  Patient is screened for malnutrition with an MST score ≥ 2 (see Appendix C).          -  Patient has length of stay of hospital stay > 2 days.          -  Patient is able to consume foods and beverages orally.          -  Patient receives Ensure, Nepro or Glucerna during the course of his or her hospital             stay in connection with the QIP.        Exclusion Criteria:          -  Patient is pregnant.          -  Patient is intubated, receiving tube feeding or parenteral nutrition.          -  Patient unable to provide HIPAA authorization and informed consent.          -  Patient is discharged to hospice care.          -  Patient has a condition that would preclude ingestion / absorption of the oral             nutritional supplements, including allergic response to any ONS ingredient.          -  Patient has severe dementia or delirium, brain metastases, eating disorder, history of             significant neurological or psychiatric disorder.          -  Patient has stated an allergy or intolerance to any of the ingredients in the study             products.","Newly admitted patients will be screened for risk of malnutrition. Patients will receive      either the feeding protocol or current oral nutrition supplement (ONS) practice, pending      location. Patients will continue the nutrition plan taking the supplement post discharge.      Study team will follow-up with telephone calls to help support post-discharge ONS compliance.      Quality and service utilization data will be gathered for analysis.",,Nutritional and Metabolic Diseases;,C4489276;C0376691;C1550655;C0162429;C0701159,C0242297;C4489276;C0376691;C1550655;C0162429;C0701159,C0162429;C0392209;C0392209;C0012621;C0012621;C0184666;C0442711;C0237607;C1555588;C0204695;C0947630;C1552861;C3245479;C0302186;C1550655;C1550655;C1947943;C1947943;C3714738,C0162429,C0030547;C0004936;C1527304;C0220650;C0013473;C1524004;C0162429;C0014327;C0085555;C0231199;C2347023;C0012634;C0003617;C0549206;C0011265;C0011206;C1550655;C1550655;C1550655;C1550655;C1550655;C1550655;C1550655;C1550655;C1550655;C1550655;C1550655;C0262512;C1550655;C0020517;C0566415;C0205082;C0947630;C1299581;C0042789;C0012621;C0242297;C3273186;C1555587;C0009797;C2707261;C4698387;C3534109;C1880354,C1140111,20150801,,,Terminated,29392736,1,1.0,0.019735569058595,0.019661358698492,"Patient is ΓëÑ 18 years of age.;;;;;;;;;;Patient is screened for malnutrition with an MST score ΓëÑ 2 (see Appendix C).;;;;;;;;;;Patient has length of stay of hospital stay > 2 days.;;;;;;;;;;Patient is able to consume foods and beverages orally.;;;;;;;;;;Patient receives Ensure, Nepro or Glucerna during the course of his or her hospital             stay in connection with the QIP.","Patient is pregnant.;;;;;;;;;;Patient is intubated, receiving tube feeding or parenteral nutrition.;;;;;;;;;;Patient unable to provide HIPAA authorization and informed consent.;;;;;;;;;;Patient is discharged to hospice care.;;;;;;;;;;Patient has a condition that would preclude ingestion / absorption of the oral             nutritional supplements, including allergic response to any ONS ingredient.;;;;;;;;;;Patient has severe dementia or delirium, brain metastases, eating disorder, history of             significant neurological or psychiatric disorder.;;;;;;;;;;Patient has stated an allergy or intolerance to any of the ingredients in the study             products."
NCT01132742,1,Malnutrition and Outcome in Hospitalized Children in Europe,Malnutrition and Outcome in Hospitalized Children in Europe (ESPEN Network Grant Project),Malnutrition;,"Inclusion Criteria:          -  Children admitted to the participating hospitals during the study period          -  Age between 1 month and 18 years          -  Expected hospital stay exceeding 24 hours          -  Parents/caregivers, as well as those patients capable to comprehend, agree to             participation and sign the informed consent form        Exclusion Criteria:          -  Infants with premature birth (<37 weeks gestational age) during the first 12 months of             life          -  Infants < 1 month of age          -  Patients ≥ 18 years of age          -  Children in need of intensive care          -  Children admitted to day-care (LOS < 24hours)          -  Patients admitted for elective reasons with an expected hospital stay <24 hours","Malnutrition in children has even more severe consequences on disease course and long-term      health than malnutrition in adults. According to prior studies, malnutrition affects about      15-30 % of hospitalized children in Europe (ESPGHAN 2005, Pawellek et al 2008, Joosten and      Hulst 2008). However, available criteria for defining malnutrition in paediatric patients are      inconsistent, not based on firm evidence, and not generally agreed upon. Current guidelines      do not address assessment of and screening for childhood malnutrition. Therefore, a large      number of affected children are not adequately diagnosed.      One aim of this study is to assess the prevalence of malnutrition and patients at risk for      malnutrition among at least 2700 hospitalized children mainly across Europe. In addition      criteria to link anthropometric measurements and the prediction of outcome, i.e. length of      hospital stay, shall be established. A further goal then is to establish agreed,      evidence-based criteria for malnutrition in children with the purpose of leading to an      agreed, evidence-based screening tool for paediatric malnutrition in developed countries.      This tool shall include a set of simple questions, based on previously suggested tools.      Thereby this study will provide a strong basis for implementing evidence-based nutritional      interventions in paediatric patients by harmonisation of diagnostic criteria for childhood      malnutrition in developed countries.",Malnutrition;children;Hospital Stay;Screening Tools;Anthropometry;,Nutritional and Metabolic Diseases;,C0162429;C0701159,C0162429;C0701159;C0016538,C1257753;C0679228;C0242656;C0886296;C0162429;C0162429;C0162429;C0701159;C0162429;C0162429;C0162429;C0162429;C0701159;C0162429;C0162429;C0162791;C0031809;C0199230;C0011900;C0199230;C0947630;C1442065;C0205082;C0947630;C0947630;C0018017;C0036849;C1555587;C2707262;C0001721;C0723323;C2363670;C2363670;C4331837;C0015733;C0220644;C0220644,C0162429,C0009797;C0151526;C0085559;C0184666;C1517001;C0184666;C0184666;C0025344;C0947630;C1561542;C1561542;C1114365;C1561538;C4699604;C1135241;C1550655;C1550655;C4055646;C1546398;C1550518,,20121201,,,Completed,27099244;24461472,8,4.0,0.028263083519128,0.019660369768966,"Children admitted to the participating hospitals during the study period;;;;;;;;;;Age between 1 month and 18 years;;;;;;;;;;Expected hospital stay exceeding 24 hours;;;;;;;;;;Parents/caregivers, as well as those patients capable to comprehend, agree to             participation and sign the informed consent form",Infants with premature birth (<37 weeks gestational age) during the first 12 months of             life;;;;;;;;;;Infants < 1 month of age;;;;;;;;;;Patients ΓëÑ 18 years of age;;;;;;;;;;Children in need of intensive care;;;;;;;;;;Children admitted to day-care (LOS < 24hours);;;;;;;;;;Patients admitted for elective reasons with an expected hospital stay <24 hours
NCT01199120,1,Cognitive Effects of Omega-3 Supplements in Children With Mild to Moderate Malnutrition,Cognitive Effects of Omega-3 Supplements in Children With Mild to Moderate Malnutrition,Malnutrition;,Inclusion Criteria:          1. Children aged 8- 12 years that attending the selected elementary schools.          2. Whit no problems for swallowing pills.          3. Willing to participate in the study and perform all measurements including             anthropometry and cognitive evaluation          4. Informed consent signed by parent or caregiver.          5. Parents intend to stay in the study for three months.        Exclusion Criteria:          1. Neurological and/or hormonal illnesses.          2. Children using medication which interferes with study measurements.          3. Omega-3 or any other vitamin supplements consumption within the last 6 months.,"Adequate nutrition is one of the critical biological processes to learning and cognitive      development of children. And is understandable that malnourishment affect these processes.      Moreover, in recent decades it has been investigated the beneficial effects of Omega-3 in      cognitive development and academic performance. However, studies have been limited. Therefore      is of interest to know the effects that has supplement with Omega-3 for children 8-12 years      with malnutrition in a randomized, blind, placebo-controlled.",Omega-3;Cognition;Malnourishment;,Nutritional and Metabolic Diseases;,C0162429;C1547226;C0015689;C1547225;C1947943,C0162429;C1547226;C0015689;C1547225;C1947943,C0679035;C0162429;C0243107;C0392209;C0023185;C3242376;C0543488;C0015689;C0947630;C0015689;C0032042;C0001721;C0456909;C0162429;C1518681;C1518681;C1548762;C1947943;C2911690;C1547298;C4699613;C3834249,C0162429,C0742766;C2707261;C0011167;C0220825;C0013227;C0221423;C0015689;C0042890;C0947630;C0947630;C0947630;C0033213;C1947907;C4277749;C1561542;C1561542;C4699613;C1947943;C3845379,,20100901,,,Completed,24508294,7,7.0,0.020531782218372,0.019540880399828,Children aged 8- 12 years that attending the selected elementary schools.;;;;;;;;;;Whit no problems for swallowing pills.;;;;;;;;;;Willing to participate in the study and perform all measurements including             anthropometry and cognitive evaluation;;;;;;;;;;Informed consent signed by parent or caregiver.;;;;;;;;;;Parents intend to stay in the study for three months.,Neurological and/or hormonal illnesses.;;;;;;;;;;Children using medication which interferes with study measurements.;;;;;;;;;;Omega-3 or any other vitamin supplements consumption within the last 6 months.
NCT02441426,1,Interactions of Enteric Infections and Malnutrition and the Consequences for Child Health and Development,"Etiology, Risk Factors and Interactions of Enteric Infections and Malnutrition and the Consequences for Child Health and Development",Infection;Diarrhea;Malnutrition;,"Inclusion Criteria:          -  Less than 17 days old.        Exclusion Criteria:          -  Mother is less than 16 years of age.          -  Mother has another child inthe MAL-ED study.          -  Pregnancy resulted in multiple birth (e.g., twins).          -  Child has a severe disease requiring hospitalization for something other than for a             typical healthy birth.          -  Child has a severe or chronic condition diagnosed by a medical doctor (e.g., neonatal             disease, renal disease, chronic heart failure, liver disease, cystic fibrosis,             congenital conditions).          -  Child has enteropathies diagnosed by medical doctor.          -  Mother is living and unable to provide informed consent.","Malnutrition is considered one of the most prevalent risk factors for morbidity and mortality      in children under five. An estimated 20% of children in the developing world are malnourished      [1] and poor nutrition is linked to more than half of all child deaths worldwide [2].      Malnutrition in early childhood may lead to cognitive and physical deficits and may cause      similar deficits in future generations as malnourished mothers give birth to low birth weight      children [3]. In addition, malnutrition increases susceptibility and incidence of infections      and is associated with diminished response to vaccines.      The MAL-ED Project is designed to determine the impact of enteric infections/diarrhea that      alter gut function and impair children's nutrition, growth and development to help develop      new intervention strategies that can break the vicious enteric infection-malnutrition cycle      and reduce its global burden.      The overall objective of the MAL-ED Project is to quantify the associations of specific      enteric pathogens, measures of physical and mental development, micronutrient malnutrition,      gut function biomarkers, the gut microbiome, and immune responses in very young children in      resource-limited settings across eight sites that vary by culture, economics, geography, and      climate.      The central hypothesis of the MAL-ED Project is that infection (and co-infection) with      specific enteropathogens leads to impaired growth and development and to diminished immune      response to orally administered vaccines by causing intestinal inflammation and/or by      altering intestinal barrier and absorptive function. Data analyses will test for associations      between enteropathogen infections and growth/development to help illuminate:        -  which micro-organisms or mixed infections are most frequently associated with growth           faltering and poor development; and        -  at what age specific infections cause the most disruption to growth and development and           impair immune response.",Cognitive development;Diarrheal disease;Enteric infections;Malnutrition;Vaccine Response;Enteropathy;Antibiotic use;Micronutrients;Breast feeding;Gut inflammation;,"Bacterial Infections and Mycoses;Pathological Conditions, Signs and Symptoms;Nutritional and Metabolic Diseases;",C0162429;C0008078;C0678723;C0851162;C0699268,C0035648;C0162429;C0008078;C0678723;C0851162;C0699268,C0018271;C0018271;C0018271;C0599735;C0018271;C0024032;C0162429;C0012655;C0162429;C0035648;C0162429;C0524343;C0162429;C0162429;C0162429;C0184661;C0162429;C0162429;C0021368;C0243107;C3714514;C3714514;C0679199;C0005516;C0021853;C0021853;C3714514;C3714514;C3714514;C0220880;C0392209;C0009450;C0018017;C0009450;C0009450;C1704632;C0042210;C0011991;C0031843;C1552740;C0031843;C1552740;C1704632;C0042210;C0031843;C1552740;C1704632;C1706912;C0439662;C0439662;C0018270;C0439662;C0005615;C1442948;C1552861;C0392366;C1552861;C0699819;C1578513;C0699819;C0699819;C0004083;C0004083;C1704632;C0542559;C0011164;C3539125;C3845919;C0311392;C0441229;C0056685;C0031809;C0016538;C2363670;C0016538;C3834249;C0282547;C0016538;C0220644;C4082977,,C0264716;C0019993;C0010674;C0022658;C0023895;C0032961;C0012634;C0011900;C0011900;C0012634;C0012634;C0205082;C0205082;C0566415;C0947630;C0005615;C0005615;C3649644;C0741302;C1555587;C0009797,C0021368,20170401,,,Unknown status,29684739;28592604;28381477,5,1.6666666666666698,0.017557701305417,0.019526609202791,Less than 17 days old.,"Mother is less than 16 years of age.;;;;;;;;;;Mother has another child inthe MAL-ED study.;;;;;;;;;;Pregnancy resulted in multiple birth (e.g., twins).;;;;;;;;;;Child has a severe disease requiring hospitalization for something other than for a             typical healthy birth.;;;;;;;;;;Child has a severe or chronic condition diagnosed by a medical doctor (e.g., neonatal             disease, renal disease, chronic heart failure, liver disease, cystic fibrosis,             congenital conditions).;;;;;;;;;;Child has enteropathies diagnosed by medical doctor.;;;;;;;;;;Mother is living and unable to provide informed consent."
NCT01785680,1,Moderate Acute Malnutrition (MAM) and Severe Acute Malnutrition (SAM) in Sierra Leone,Conducting Research on Moderate Acute Malnutrition in Humanitarian Emergencies Integrated Management of MAM and SAM in Sierra Leone With Ready to Use Theraputic Foods (RUTF),Malnutrition;Severe Acute Malnutrition;,"Inclusion Criteria:          -  Children with MAM or non-complicated SAM aged 6-59 months.          -  Have an acceptable appetite.judged by giving the child 30 g of RUTF and asking the             mother to feed this food to the child over 20 minutes. Children with SAM who are able             to consume this RUTF will be eligible for the study. Children unable to consume the             RUTF or presenting with IMCI warning signs (convulsions, altered mental status,             respiratory distress) will be considered to have complicated SAM and will be referred             for inpatient treatment.          -  Only the youngest child with malnutrition in each household will be enrolled; older             siblings with MAM or SAM will be treated operationally using the same protocol.        Exclusion Criteria:          -  Children with obvious chronic debilitating illness like cerebral palsy or congenital             abnormalities          -  Children having received treatment for MAM or SAM in the previous two months.","The long-term objective of this proposal is to develop and demonstrate an effective,      integrated and streamlined protocol to treat moderate acute malnutrition (MAM) and      non-complicated severe acute malnutrition (SAM) in children during humanitarian emergencies.      Hypothesis: An integrated management protocol for MAM and SAM will achieve greater community      coverage and a greater individual recovery rate than standard care.",MAM;SAM;,Nutritional and Metabolic Diseases;,C4042945;C0162429;C1547226;C1547229;C0036002,C0162429;C2745965;C1547226;C1547229;C0036002;C0376636,C0162429;C0162429;C0376636;C0018017;C1948033;C0442711;C0442711;C3854012;C2828392;C0205082;C0036002;C0036002;C2004454;C2745965;C1547226;C2363670,C0162429;C1547229,C0278061;C0476273;C0019993;C0007789;C0162429;C0036572;C0087111;C4684790;C0442711;C0221423;C0566415;C0947630;C3540798;C1299581;C0036002;C0036002;C0036002;C0036002;C0036002;C3273186;C3273186;C3809765;C1561542;C1561542;C1555709;C1550488;C4086490;C0886384;C0332155,,20131101,,,Completed,26423737,11,11.0,0.021253388964991,0.019413493130284,"Children with MAM or non-complicated SAM aged 6-59 months.;;;;;;;;;;Have an acceptable appetite.judged by giving the child 30 g of RUTF and asking the             mother to feed this food to the child over 20 minutes. Children with SAM who are able             to consume this RUTF will be eligible for the study. Children unable to consume the             RUTF or presenting with IMCI warning signs (convulsions, altered mental status,             respiratory distress) will be considered to have complicated SAM and will be referred             for inpatient treatment.;;;;;;;;;;Only the youngest child with malnutrition in each household will be enrolled; older             siblings with MAM or SAM will be treated operationally using the same protocol.",Children with obvious chronic debilitating illness like cerebral palsy or congenital             abnormalities;;;;;;;;;;Children having received treatment for MAM or SAM in the previous two months.
NCT01552512,1,Nutributter Programming to Prevent Undernutrition: an Evaluation,"Randomized Control Trial of Complementary Food to Prevent Undernutrition Among At-Risk Infants in Fort San Michel, Haiti",Malnutrition;,Inclusion Criteria:          -  Infants 6 to 12 months old          -  Lives in Fort San Michel        Exclusion Criteria:          -  Moderately or severely malnourished          -  Peanut allergy,"This randomized, controlled effectiveness study examines Nutributter programming within an      integrated package of maternal and child health services offered by Haiti's Ministry of      Health (MSPP) to prevent undernutrition among young children in Haiti. The aim of the process      evaluation is to better understand the uptake of Nutributter® as a complementary food in the      diets of young children and its feasibility and acceptability as part of MSPP's package of      services. This project is being carried out at a public hospital in Fort San Michel, an      impoverished community outside of Cap Haitien, Haiti.",Stunting;Hidden Hunger;Diarrhea;Vitamin A Deficiency;,Nutritional and Metabolic Diseases;,C0162429;C0220825;C0012082,C0162429;C1096777;C0012082,C0018747;C0162429;C4553491;C0220825;C0162340;C1858460;C0699809;C0243144;C1552597;C0947630;C3540798;C3714774;C1328956;C2911690;C0000589;C1704289,C0162429,C0162429;C4085643;C0205082;C0020517;C2702419;C4699604,C0002986,20131001,,,Completed,24225356,20,20.0,0.022094750271797997,0.019244308018438,Infants 6 to 12 months old;;;;;;;;;;Lives in Fort San Michel,Moderately or severely malnourished;;;;;;;;;;Peanut allergy
NCT00272116,1,"Effect of Zinc and Vitamin A Supplementation on Diarrhea, Physical Growth and Immune Response in Malnourished Children","Effect of Zinc and Vitamin A Supplementation on Diarrhea, Physical Growth and Immune Response in Malnourished Children",Pneumonia;Diarrhea;Respiratory Tract Infections;Malnutrition;,Inclusion Criteria:          -  Children in the age group 6-30 months          -  Either sex        Exclusion Criteria:          -  Refused consent          -  Likely to move out of study area within the next four months          -  Urgent admission to hospital on the enrollment day          -  Had received massive dose of vitamin A within the two months before enrollment,"Zinc deficiency is common in developing country children, as food intakes are often low,      foods from animal sources are infrequently used, the bioavailability of zinc from staple      cereal-based diets is limited and zinc losses occur during recurring diarrheal illnesses.      Zinc deficiency is associated with impairment in immunological and other defenses against      infection and increased rates of serious infections. Due to limitations in currently used      biochemical markers, supplementation trials in populations likely to be deficient provide a      reliable means of assessing health consequences of zinc deficiency.      A significantly lower incidence and prevalence of diarrhea has been observed in zinc      supplemented developing country children in several placebo-controlled trials. The effect of      routine zinc supplementation on lower respiratory tract infection is still unclear. We,      therefore, evaluated the impact of daily zinc supplementation in a representative sample of      children aged 6 to 30 months enrolled from a New Delhi slum area, with a sample size      sufficient to determine the impact on the incidence of severe diarrhea and acute lower      respiratory infection.",zinc;diarrhea;severe diarrhea;recurrent diarrhea;acute lower respiratory infection;pneumonia;,"Bacterial Infections and Mycoses;Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases;Nutritional and Metabolic Diseases;",C0242297;C0011991;C0031809;C1704632;C0042890;C0018270;C0439662;C0043481;C0162429,C0242297;C0011991;C0031809;C1704632;C0042890;C0018270;C0439662;C0043481;C0162429,C0035243;C0035243;C0235950;C0235950;C0242297;C0235950;C0242297;C0242297;C0013470;C0684336;C3714514;C0221423;C0009450;C3858758;C0011991;C4684790;C0011991;C1550710;C0449416;C1550710;C0032042;C3245511;C0524724;C0332148;C1518681;C0205082;C1273517;C0043481;C0043481;C1273517;C0043481;C0043481;C0043481;C1550472;C0011991;C1555587;C0005516;C3540698;C0441621;C0441621;C2911690;C0220825;C1561542;C0729829;C3834249;C0151576;C4082977,C1185740,C0184666;C1516879;C1516879;C0042839;C3844638;C1546403;C0947630;C0560560;C0009253;C1561538;C1830159;C1561542;C1561542;C1561542;C4086490,C0042497,20000901,,,Completed,23283502;22013199;21525251;20107146,19,4.75,0.017489101471179002,0.018947073744477003,Children in the age group 6-30 months;;;;;;;;;;Either sex,Refused consent;;;;;;;;;;Likely to move out of study area within the next four months;;;;;;;;;;Urgent admission to hospital on the enrollment day;;;;;;;;;;Had received massive dose of vitamin A within the two months before enrollment
NCT01790815,1,Mothers Understand And Can do it - Mid Upper Arm Circumference Screening for Malnutrition Performed by Mothers,Mothers Understand And Can do it - Mid Upper Arm Circumference Screening for Malnutrition Performed by Mothers of Children < 5 Years Old,Malnutrition;Kwashiorkor;Protein-Energy Malnutrition;,Inclusion Criteria:          -  children present in the inpatient malnutrition treatment unit and paediatric service             of the Mirriah district hospital aged between 6-59 months old          -  children aged between 6-59 months old in the two villages where the community phase of             the study was conducted        Exclusion Criteria:          -  children receiving treatment in the intensive care unit of Mirriah district hospital          -  children with bilateral oedema          -  children whose mothers or fathers refused consent to participate in the study,"PRIMARY OBJECTIVE :      To determine whether mothers, given minimal group training, are capable of using a MUAC      (mid-upper arm circumference) bracelet to screen their children for malnutrition and      categorise them into one of three groups : 'red' (SAM ; severe acute malnutrition), 'yellow'      (MAM ; moderate acute malnutrition) or 'green' (normal nutritional status)      SECONDARY OBJECTIVES :      To establish whether there is a difference in the MUAC value if measured on the right arm as      opposed to the left, in young children      To determine whether there is a difference in the MUAC value if the mid upper arm position is      determined visually as opposed to being measured in the 'classical' fashion",Acute Malnutrition;Mid Upper Arm Circumference;Screening;,Nutritional and Metabolic Diseases;,C0162429;C0162340;C0446516;C0220908;C3539125;C3539125;C0562350;C2947996,C0162429;C0162340;C0446516;C0220908;C3539125;C3539125;C0562350;C2947996,C0392209;C0162429;C0162429;C0162429;C0018017;C0018017;C0446516;C0027627;C0230346;C0446516;C0199230;C1552839;C0205082;C1553386;C3244317;C0036002;C0442694;C0085632;C0085632;C4082977;C3539125;C0231519;C1552839;C1547318;C1547226;C1550518;C4082977;C4082977,C0162429;C4330907,C0085559;C0162429;C0087111;C0087111;C0150312;C0013604;C0947630;C0947630;C0587599;C3539125;C1561542;C1561542,C0446516;C1547229;C0162429,20120801,,,Completed,25992287,8,8.0,0.017522974670853002,0.018639604377806,children present in the inpatient malnutrition treatment unit and paediatric service             of the Mirriah district hospital aged between 6-59 months old;;;;;;;;;;children aged between 6-59 months old in the two villages where the community phase of             the study was conducted,children receiving treatment in the intensive care unit of Mirriah district hospital;;;;;;;;;;children with bilateral oedema;;;;;;;;;;children whose mothers or fathers refused consent to participate in the study
NCT00934492,1,Cotrimoxazole Prophylaxis in Severely Malnourished Children,"Randomized, Placebo Controlled Trial of Cotrimoxazole Prophylaxis Amongst HIV-uninfected Children With Severe Malnutrition",Nutrition Disorders;,"Inclusion Criteria:          -  Age 2 months to 5 years          -  Admitted to hospital          -  Severe malnutrition: age 6 months to 5 years: MUAC <11cm; age 2 to 6 months: MUAC for             age <-3 z scores compared to the WHO growth standards; or kwashiorkor at any age             (defined in current WHO guidelines) for enrollments up to 24th March 2011.          -  Severe malnutrition:age 6 months to 5 years: MUAC <11.5cm; age 2 to 6 months: MUAC             <11.0cm; or kwashiorkor at any age (defined in current WHO guidelines) for enrollments             from 24th March 2011, following protocol amendment.          -  HIV rapid test negative, or if under 18 months, PCR negative and no longer             breastfeeding for at least 6 weeks          -  Planning to remain within study area and willing to come for all protocol specified             visits        Exclusion Criteria:          -  Refusal to give informed consent          -  Cotrimoxazole is specifically contra-indicated (e.g. porphyria)          -  Known hypersensitivity reaction to sulpha drugs or trimethoprim","This trial aims to test the hypothesis that mortality among Kenyan children with severe      malnutrition following initial stabilisation is due to ongoing vulnerability to infectious      disease, and that long term daily co-trimoxazole prophylaxis will reduce mortality.      The objective is to conduct a randomized, double blind, placebo-controlled trial of      cotrimoxazole prophylaxis for 6 months among HIV-uninfected children with severe malnutrition      following stabilization. The primary outcome will be survival at one year. Secondary outcomes      are toxicity, growth, the frequency and causes of hospitalisation and microbial resistance to      antibiotics.      Cotrimoxazole has striking protective efficacy against mortality among children with HIV,      despite not altering the underlying immune deficiency. It is hypothesised that co-trimoxazole      prophylaxis will have a similar effect in children immunocompromised because of severe      malnutrition. Worldwide, severe malnutrition is commoner than HIV in childhood and      co-trimoxazole is cheap and widely available, making it easily translatable to policy.",Malnutrition;Wasting;Kwashiorkor;Immune deficiency;Infection;Prophylaxis;Mortality;Kenya;,Nutritional and Metabolic Diseases;,C0041044;C0199176;C0205082;C0162429,C0041044;C0162429;C0199176;C2911690;C0032042;C0205082;C3897779;C0439663,C0311276;C0311276;C0021051;C0085393;C0019993;C0041044;C0041044;C0041044;C0041044;C1293130;C0041044;C0162429;C0162429;C0199176;C0199176;C0003232;C0199176;C0018017;C0600688;C0012634;C0032042;C0205082;C0018270;C1518681;C0205082;C0332219;C0242456;C0456909;C0392366;C1561543;C0009450;C2911690;C0237834;C4067746;C0439663;C0027627;C2347273;C1561542;C0018792;C0018792;C0220644,C3714509,C0020517;C0006147;C0041044;C0162429;C0162429;C0041041;C0022806;C0022806;C0162791;C0162791;C0038137;C0680532;C0032708;C0809949;C0442711;C0205160;C0205160;C0032074;C0442711;C0600109;C0205082;C0018270;C0205082;C0947630;C0013227;C0392366;C1114365;C1516879;C1516879;C0009797;C4684637;C4684637;C4048188;C4699604;C1561542;C1561542;C1561542;C1561542;C1561542;C1512346;C3842265;C3842265;C3842265,,20140401,,,Completed,29635501;29178404;27265353,19,6.33333333333333,0.021307632057039,0.017864681982107,"Age 2 months to 5 years;;;;;;;;;;Admitted to hospital;;;;;;;;;;Severe malnutrition: age 6 months to 5 years: MUAC <11cm; age 2 to 6 months: MUAC for             age <-3 z scores compared to the WHO growth standards; or kwashiorkor at any age             (defined in current WHO guidelines) for enrollments up to 24th March 2011.;;;;;;;;;;Severe malnutrition:age 6 months to 5 years: MUAC <11.5cm; age 2 to 6 months: MUAC             <11.0cm; or kwashiorkor at any age (defined in current WHO guidelines) for enrollments             from 24th March 2011, following protocol amendment.;;;;;;;;;;HIV rapid test negative, or if under 18 months, PCR negative and no longer             breastfeeding for at least 6 weeks;;;;;;;;;;Planning to remain within study area and willing to come for all protocol specified             visits",Refusal to give informed consent;;;;;;;;;;Cotrimoxazole is specifically contra-indicated (e.g. porphyria);;;;;;;;;;Known hypersensitivity reaction to sulpha drugs or trimethoprim
