"nct_id","query","brief_title","description","brief_title_conc_list","brief_summ_conc_list","total_subjects_affected","total_subjects_at_risk"
"NCT01813851","malnutrition in young children_page_rank.csv","Effect of Intradialytic Physical ACTIvity in Addition to a NUTritional Support on Protein Energy Wasting and Physical Functioning in Chronic Hemodialysis Patients (ACTINUT Study)","~     Sedentary behavior and protein-energy wasting (PEW) are well known risk factors of adverse~     outcome and low quality of life in chronic renal failure patients treated by dialysis.~     Treatment strategies of PEW by different types of nutritional support (as dietary counseling,~     oral nutritional supplements or intradialytic parenteral nutrition) have limited efficacy.~     Physical activity has been shown to have numerous positive impacts in pathologic conditions~     associated to end stage renal disease.~      Concomitant prescription of physical activity and nutritional support might mutually enhance~     the anabolic effects of these interventions and improve the rate of remission of PEW.~      The aim of this study is to analyze the effect of a programmed, progressive endurance~     training performed during the dialysis session on a cycle ergometer under the supervision of~     a qualified trainer, on protein energy wasting and physical functioning of chronic~     hemodialysis patients.~   ","C0242739;C0019004;C0235394;C0516981;C4255207;C0033621","C0030547;C0242739;C0242739;C0035648;C0019004;C0544452;C1446409;C0235394;C0235394;C2948600;C0518031;C0516981;C0184511;C0010210;C3839460;C0678257;C4255207;C4255207;C0012634;C2947996;C0033621;C3834249;C0033621;C0376495",0,0
"NCT01820156","serious sleep apnea_page_rank.csv","Diagnosis of Patients With Low or Intermediate Suspicion of SAHS or With Comorbidity: Standard Laboratory Polysomnography Compared With Three Nights of Home Respiratory Polygraphy.","~     Study Objectives: Obstructive sleep apnea (OSA) diagnosis using simplified methods such as~     home respiratory polygraphy (HRP) is only recommended in patients with a high pre-test~     probability. The aim is to determine the diagnostic efficacy, therapeutic decision-making and~     costs of OSA diagnosis using PSG or three consecutive studies of HRP in patients with~     mild-moderate suspicion of sleep apnea or with co-morbidity that can mask OSA symptoms.~      Design and Setting: Randomized, blinded, crossover study of three nights of HRP (3N-HRP) vs.~     PSG. The diagnostic efficacy was evaluated with ROC curves. Therapeutic decisions to assess~     concordance between the two different approaches were analyzed by sleep physicians and~     respiratory physicians (staff and residents) using agreement level and kappa coefficient. The~     costs of each diagnostic strategy were considered.~   ","C0162701;C0011900;C0242114","C0037315;C0037315;C0011900;C0011900;C0242114;C0679006;C0025663;C0037313;C2946261;C2948600;C0679006;C1457887",0,0
"NCT01827683","Outcomes of cerebrovascular accident_page_rank.csv","Hyperbaric Oxygen and Fibromyalgia: Randomised Prospective Clinical Trial","~     The aim of the study is to evaluate the effect of hyperbaric oxygen therapy (HBOT) on~     patients suffering from chronic pain syndrome (Fibromyalgia).~   ","C0016053;C0030054","C0150055;C0039082;C0030054;C2948600;C0016053",0,0
"NCT01828567","Outcomes of cerebrovascular accident_page_rank.csv","Will Veterans Engage in Prevention After HRA-guided Shared Decision Making?","~     The VA has committed to disseminate a web-based Healthy Living Assessment(HLA) tool and use~     it as the cornerstone of a personalized prevention plan to engage patients to improve their~     health behaviors that lead to high health risk. Health risk assessments done in isolation,~     however, do not generally lead to behavior change. Our study will test the effectiveness of a~     Shared Decision Making intervention designed to activate Veterans to enroll in effective~     prevention programs. The intervention will be conducted over the telephone, by a prevention~     coach, and will be linked to the patients' primary care team. The co-primary outcomes will be~     patient activation and patient enrollment in prevention programs; 10-year risk of major~     cardiac events will also be measured.~   ","C0679006","C1516879;C0679006;C0086930;C2728259;C2728259;C0184511",245,9174
"NCT01830673","safe treatments for asthma_pageRank.csv","Regulatory T-cells After Subcutaneous Immunotherapy","~     The primary endpoint was the induction of T-regulatory cells under s specific subcutaneous~     immunotherapy (SCIT). Patients suffering from grass pollen allergy (relevant clinical~     symptomes during the pollen season, Skin Prick test diamter >4mm or RAST class II or higher)~     were included. The patients were allocated to three study groups:~      Group 1: during and directly after SCIT (after completion the 2nd or 3rd year of treatment)~     Group 2: completed SCIT more then three years ago Group 3: Patients with clinically relevant~     grass pollen allergy without SCIT.~      The investigators analyzed the lung function parameters, exhaled NO (eNO) and asked the~     patients to record symptoms during the adjacent pollen season. A blood sample was drawn to~     analyze the amount of TH1 and TH2 and regulatory T-cells, inflammatory markers(IL-2, IL-5,~     IL-10, IL-12/23, TNF-alpha, IFN-gamma) and blocking antibodies (IgG, IgG4).~   ","C0021083","C0430561;C0021083;C1457887;C0441861;C0441865;C0441869;C0456387;C0005767;C2003941;C0024109;C0719656;C0719656;C0034869",0,0
"NCT01839084","out of hospital cardiac arrest_page_rank.csv","PaNeX: Partial Nephrectomy Under Xenon","~     Purpose of this study is to determine whether Xenon - as compared to Isoflurane - shows a~     nephroprotection after partial nephrectomy.~   ","C0027695;C0043339","C0043339;C0027695",0,0
"NCT01839110","treating people already having hypertension_page_rank.csv","Targeting the Right Ventricle in Pulmonary Hypertension","~     This study is looking to see if giving ranolazine to subjects on stable pulmonary~     hypertension specific therapies but with right ventricular dysfunction (RVEF <45%) would~     improve their outcome. This study is accompanied by a baseline comparison of the metabolic~     profiling/microRNA/iPS cells of subjects with and without right ventricular dysfunction.~   ","C0020542;C2355627","C0020538;C0073633;C0184511",22,218
"NCT01840072","Outcomes of cerebrovascular accident_page_rank.csv","China Antihypertensive Trial in Acute Ischemic Stroke","~     This randomized trial tests the effect of early blood pressure reduction on major disability~     and death among patients with acute ischemic stroke in china.~   ","C0948008","C0948008;C0005823",0,8142
"NCT01850875","low back pain therapy workout_pageRank.csv","Eye Movement Desensitization and Reprocessing (EMDR) in Non-specific Chronic Back Pain","~     The study explores the feasibility of Eye-Movement-Desensitization and Reprocessing (EMDR) in~     non-specific chronic back pain.~   ","C0004604;C0026649;C0015392","C0026649;C0004600;C0015392",0,0
"NCT01859013","dietary approaches for obesity treatment_page_rank.csv","Topiramate in Adolescents With Severe Obesity","~     The prevalence of severe pediatric obesity is on the rise and youth with this condition are~     at elevated risk for developing chronic diseases such as cardiovascular disease (CVD) and~     type 2 diabetes mellitus (T2DM). Topiramate, a medication approved by the Food and Drug~     Administration (FDA) for the treatment of seizures in adults and children, is associated with~     weight loss. Although not FDA approved for the treatment of obesity, studies in obese adults~     have demonstrated weight reduction of approximately 5% with 6-12 months of therapy. However,~     the weight loss effect of topiramate has never been evaluated among children and adolescents.~     Therefore, the goal of this pilot study is to evaluate the safety and efficacy of 24 weeks of~     topiramate therapy with a 4-week run-in of meal replacement therapy in adolescents with~     severe obesity. The primary hypothesis is that 4 weeks of meal replacement therapy followed~     by 24 weeks of topiramate will have a larger average percent decline in BMI between baseline~     and 28 weeks compared to meal replacement therapy followed by placebo.~   ","C0076829;C0028754","C2362324;C0011849;C3887460;C0076829;C0076829;C0076829;C0076829;C0036572;C0012634;C0028754;C0028754;C0008679;C4284232;C3845829;C0376495;C0376495",0,60
"NCT01863394","malnutrition in young children_page_rank.csv","Evaluation of Two Community Based Screening Strategies for Severe Acute Malnutrition in Children 6-59 Months in Mirria District, Niger","~     The objective of this study is to determine the efficacity of a community strategy for~     screening children 06-59 months old for Severe Acute Malnutrition (SAM) conducted by their~     mothers' compared with a community screening strategy conducted by Community Health Workers.~   ","C0162429;C0220825;C1710032","C0162429;C1710032;C1710032",0,0
"NCT01863576","Nonvalvular atrial fibrillation_page_rank.csv","Effects of Omega-3 Supplementation on the Cytokine and Lipid Profiles in Patients With Chronic Chagas Cardiomyopathy","~     The objective of this trial is to study the effects of omega-3 PUFA supplementation on the~     inflammatory response and lipid profile in patients with chronic Chagas cardiomyopathy.~      Study Type: Interventional~      Study Design: A total 40 patients will be randomly assigned into two parallel groups. The~     intervention will be treatment with omega-3 PUFAs at a dose of 3 g/day for 8 weeks, compared~     to placebo (corn oil). The primary endpoints will be the concentrations of inflammatory~     markers (IL-1, IL-2, IL-4, IL-6, IL-10, TNF-alpha, IFN-γ, and TGF-β). Secondary endpoints~     will be the fasting glucose, lipid, and anthropometric profiles.~   ","C0878544;C0242296","C0015663;C0017725;C2003941;C0032042;C0242296;C0376495",0,0
"NCT01873443","serious Rheumatoid arthritis_pageRank.csv","Long-Term Efficacy and Safety of CT-P10 in Patients With RA","~     This is an open-label, single-arm, multicenter, efficacy, and safety maintenance study of the~     Phase 1 Study CT-P10 1.1. This study is designed to assess the long-term efficacy and safety~     of CT-P10 co-administered with MTX and folic acid in patients with RA who have completed the~     scheduled visits in Study CT-P10 1.1~   ","","C0016410;C0446516;C0723338",0,0
"NCT01875094","treating people already having hypertension_page_rank.csv","Self-Management in Stroke Survivors","~     This is a feasibility study of using health-IT to promote self-management of risk factors in~     stroke survivors.~   ","C0086969;C0038454","C0086969;C0035648;C0038454",0,0
"NCT01882881","recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv","Effects of Polyphenolic-rich Dark Chocolate/Cocoa and Almonds on Cardiovascular Disease Risk Factors","~     The purpose of this study is to investigate the individual and combined effects of dark~     chocolate/cocoa and almonds on lipids, lipoproteins, antioxidant defense, lipid peroxidation,~     phenolic acids, inflammatory status, blood pressure and arterial health. It is hypothesized~     that dark chocolate/cocoa and/or almonds will favorably affect lipids, lipoproteins,~     antioxidants, inflammatory status, blood pressure and arterial health compared to a healthy~     American control diet; however, the effects will be greater when dark chocolate/cocoa and~     almonds are consumed together versus consumption of each food individually.~   ","C3887460;C0035648;C0012634;C0071649","C0005823;C0005823;C0003402;C0003402",0,0
"NCT01885104","constipation safe treatments_page_rank.csv","Safety and Tolerability of Oral Polyethylene Glycol (PEG 3350) Solution in Participants With Constipation (MK-8114-003)","~     The purpose of this study is to compare the safety and tolerability of oral ingestion of PEG~     3350 solution concentrate to oral ingestion of a placebo solution concentrate, in~     participants with constipation.~   ","C0009806;C4282033;C0032483","C0009806;C0032042",77,780
"NCT01891656","serious sleep apnea_page_rank.csv","Motivational Assessment Program to Initiate Treatment","~     Substance abuse treatment in the criminal justice system can reduce drug use and related~     criminal behavior. Although drug and alcohol treatment are common mandates in criminal~     justice programs, only a minority of clients actually initiate treatment. This proposal will~     compare two intervention formats that target motivation to initiate and engage in treatment~     among a group of probationers who have drug or alcohol treatment conditions. Six hundred drug~     and alcohol offenders in two probation sites (Baltimore, MD and Dallas, TX) will be~     randomized to receive: 1) an in-person motivational interviewing session (MI), 2) a~     motivational computer program (MC), or 3) supervision intake and monitoring as usual (SAU).~     The MI condition will be structured along the lines of the Check-Up format which consists~     of an assessment and personalized feedback delivered in an MI style; the content of the MC~     condition will be drawn from previous literature on effective motivational computer programs.~     Both interventions will be delivered at the start of the probation process, with follow-up~     assessments at 2 and 6 months. Primary outcomes include engagement and participation in~     substance abuse treatment; secondary outcomes include drug and alcohol use, probation~     progress, criminal behavior, and HIV testing and care. This project will be the first to~     develop and test two interventions for encouraging criminal justice clients to follow through~     with treatment recommendations, with the goal of increasing treatment initiation, and~     reducing subsequent drug use and criminal behavior. It also contributes to ongoing~     partnerships with two large probation agencies—the Dallas County Supervision and Corrections~     Department and the Maryland Division of Parole and Probation.~   ","C2728259;C0376495","C0683474;C0023866;C2728259;C1522240;C1522577;C2728259;C0001975;C0001975;C0001975;C0001975;C0220832;C1630418;C0376495;C0376495;C0376495;C0376495;C1630418;C0376495;C0376495;C0376495",0,0
"NCT01904994","antiretroviral therapy first time_pageRank.csv","Link4Health: A Combination Strategy for Linkage and Retention, Swaziland","~     Despite increased HIV (Human Immunodeficiency Virus) infection testing in Africa, many~     patients never enroll in subsequent HIV care after testing or remain in care after an initial~     enrollment. This study's aim is to improve linkage to HIV care and retention in HIV care~     through the use of feasible, evidence-based, and practical interventions. The study takes~     place in Swaziland, the country with the highest HIV prevalence (24%) in sub-Saharan Africa.~     The study will randomize groups of HIV testing sites and affiliated clinics to either~     standard of care or a combined intervention strategy (CIS) which consists of point-of care~     CD4 (cluster differentiation 4 (CD4)) testing at time of HIV testing, fast-track HIV~     medications for those who are eligible for treatment,mobile phone appointment reminders, care~     bags filled with health prevention materials, and financial incentives. The study outcomes~     are linkage to and retention in care as well as cost effectiveness, feasibility of~     interventions, and patient acceptability of interventions.~   ","","C4284232;C1516879;C3714514;C2948600;C1321876;C0184511;C1955216;C0376495",0,0
"NCT01909414","HIV infection seronegativity_page_rank.csv","Evaluating the Safety and Immune Response of DNA/MVA Vaccines in HIV-1-Infected Young Adults Taking Anti-HIV Medications","~     The purpose of this study is to evaluate the safety of two HIV vaccines in HIV-1-infected~     young adults who are taking anti-HIV medications and have very low virus levels. This study~     will also look at how the immune system responds to the vaccines.~   ","C4284232;C0042210","C4284232;C0042210;C0042210;C2946261",0,0
"NCT01911897","treating people already having hypertension_page_rank.csv","Controlling and Lowering Blood Pressure With The MOBIUSHD™ (CALM-FIM_EUR)","~     To evaluate the safety and performance of the MobiusHD system in subjects with resistant~     hypertension.~   ","C0005823","C0020538",0,0
"NCT01911897","hypertension safe treatments_page_rank.csv","Controlling and Lowering Blood Pressure With The MOBIUSHD™ (CALM-FIM_EUR)","~     To evaluate the safety and performance of the MobiusHD system in subjects with resistant~     hypertension.~   ","C0005823","C0020538",0,0
"NCT01916369","Outcomes of cerebrovascular accident_page_rank.csv","Safety Trial Of CTX Cells In Patients With Lower Limb Ischaemia","~     The primary objective of the Phase I ascending dose trial is to investigate the safety and~     tolerability of intramuscular (gastrocnemius) injections of human neural stem cell product,~     CTX, in patients with peripheral arterial disease (Fontaine Stage II through IV). This trial~     is based on independent preclinical data from a leading academic research institution that~     has been submitted for publication. Inclusion of patients with Fontaine Stage II is justified~     as these patients have a lower incidence of background events and will facilitate distinction~     between events which are possibly intervention-related versus spontaneous events associated~     with underlying advanced atherosclerosis. The trial is designed to treat 9-18 patients and~     evaluate safety measures over a 12 month follow-up period.~   ","","C0004153;C0012634;C0034036;C0332149;C0011546",0,0
"NCT01917955","Nonvalvular atrial fibrillation_page_rank.csv","Cardiac MRI in Ischemic Stroke Study","~     The purpose of this prospective single-center trial is to compare the safety and diagnostic~     value of contrast medium-enhanced cardiac magnetic resonance imaging and transesophageal~     echocardiography in patients with acute ischemic stroke.~   ","C0948008","C0024485;C0013516;C0948008;C0723338;C0009924",0,0
"NCT01923610","HIV infection seronegativity_page_rank.csv","Safety and Immunological Response of a Boosting Dose of MVA-B in Healthy Volunteers After 4 Years of Receiving MVA-B","~     24 healthy male and female volunteers who are at low risk of HIV infection and entered into~     the RISVAC02 study and were randomly allocated to receive 3 intramuscular injections of MVA-B~     at weeks 0, 4 and 16 will receive a boosting dose 4 years thereafter.~      Participants will attend one of two clinical centres on at least 5 occasions over 16 weeks.~     These visits will comprise:~        -  Screening~        -  Trial entry and boosting immunisation~        -  Early follow-up after immunisation~        -  Follow-up x 2 including the final visit Participants will have blood and urine~          collected, and receive 1 immunisation. They will be counselled prior to and following a~          HIV test, and given health education on prevention of sexually transmitted infections~          including HIV. T~      The two centres which participate are:~        -  Hospital Clinic, Barcelona and~        -  Hospital Gregorio Marañón, Madrid The primary objective is to explore the safety and~          immunogenicity of MVA-B.~   ","","C3714514;C0005767;C1710032;C1522577;C3714514;C0042036",0,0
"NCT01928771","safe treatments for asthma_pageRank.csv","Efficacy and Safety Study of Benralizumab Added to High-dose Inhaled Corticosteroid Plus LABA in Patients With Uncontrolled Asthma","~     The purpose of this study is to determine whether Benralizumab reduces the number of asthma~     exacerbations in patients who remain uncontrolled on high doses of ICS-LABA.~   ","C0004096;C0010124","C0004096",2057,134848
"NCT01932450","recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv","Radiofrequency Ablation for ADPKD Blood Pressure and Disease Progression Control","~     A randomized, open-label single-center study investigates the efficacy and safety of~     bilateral renal artery sympathetic denervation by catheter-based radiofrequency ablation on~     blood pressure and disease progression control in autosomal dominant polycystic kidney~     disease(ADPKD). The total number of study subjects will be 100. All of them have diagnosed~     with ADPKD and hypertension. Patients will be randomized 1:1 (50 with radiofrequency~     ablation(RFA), 50 only with drugs). Change in average office-based measurements of systolic~     blood pressure(SBP), average 24-hour systolic blood pressure by ambulatory blood pressure~     monitoring (ABPM) , incidence of office systolic blood pressure reductions of ≥10, ≥15 and~     ≥20 mm Hg , office diastolic blood pressure (DBP), number and dosage of blood pressure~     tablets, total kidney volume (TKV), total cyst volume (TCV), pain related to cystic kidneys~     and renal function, will be assessed at 12 months of follow-up. The safety variables will be~     assessed at every visit of follow-up.~   ","C0242656;C0005823;C0547070","C0428883;C0242656;C0005823;C0005823;C0005823;C0020538;C0011307;C0547070;C0022646;C3687832;C0005767;C0005767;C0005767;C0010709;C0030193;C0022679;C0022646;C0723338;C1522577",0,0
"NCT01946035","safe treatments for asthma_pageRank.csv","Alpha-Blockers in Allergic Rhinitis (MAN 01)","~     Allergic rhinitis (allergic inflammation of the nose) is a common medical condition which is~     known to seriously decrease quality of life, aggravate preexisting conditions particularly~     asthma, carry significant medical treatment costs and be responsible for reduced work~     productivity and lost school days. A significant symptom of the condition, nasal blockage,~     remains difficult to treat even when using nasal corticosteroids. Decongestant medications~     act on the blood vessels in the nose and have an immediate effect in clearing a blocked nose~     but if used for more than seven days a more severe rebound congestion of the nose develops.~      In this study, the investigators aim to assess the effects of doxazosin, a drug which is~     currently used to treat high blood pressure and symptoms of prostate enlargement, to find out~     if it has an effect on nasal blockage.~   ","C0035455;C2003941","C0005823;C0021368;C0700148;C0035455;C1457887;C0033572;C0004096;C0005767;C0028429;C0028429;C0028429;C2948600;C0282374;C4284232;C1457887;C0148346;C0521987;C0376495",0,0
"NCT01949948","Outcomes of cerebrovascular accident_page_rank.csv","Study of Tenecteplase Versus Alteplase for Thrombolysis (Clot Dissolving) in Acute Ischemic Stroke","~     BACKGROUND: Alteplase dissolves blood vessel clots in acute ischemic stroke and is the only~     approved acute drug treatment <4½ hours of stroke onset. The overall benefit from alteplase~     is substantial, but up to 2/3 of patients with large artery clots may not achieve reopening~     of the vessel and up to 40% of the patients may remain severely disabled or die, leaving~     substantial room for improvement. Tenecteplase, widely used in coronary heart disease, may be~     more effective and may have less bleeding complications than alteplase, and may be the drug~     of choice also in stroke.~      HYPOTHESIS: Tenecteplase may be given safely to patients with acute ischemic stroke at a dose~     that is associated with improved clinical outcome compared with existing treatment options.~      AIMS: To compare efficacy and safety of tenecteplase vs. alteplase given <4½ hours after~     symptom onset.~      STUDY ENDPOINTS: The primary study endpoint is excellent clinical outcome at 3 months~     (effect). Secondary study endpoints are major early clinical improvement (effect) and~     bleeding complications (safety).~   ","C0948008;C0872913;C0032143;C0733564","C0010068;C0948008;C0948008;C0005847;C0872913;C0872913;C0872913;C0032143;C0032143;C0032143;C0184511;C0038454;C0148346;C0009566;C0009566;C0683525;C0032143;C1457887;C0376495",0,0
"NCT01959282","serious Rheumatoid arthritis_pageRank.csv","A Study of Safety and Effectiveness of JNJ-54781532 in Patients With Moderately to Severely Active Ulcerative Colitis","~     The purpose of the study is to evaluate dose response of JNJ-54781532 in participants with~     moderately to severely active ulcerative colitis (UC).~   ","C0009324;C1320102","C0009324;C1320102",0,0
"NCT01962545","Nonvalvular atrial fibrillation_page_rank.csv","Optimizing Antithrombotic Care in Patients With AtriaL fibrillatiON and Coronary stEnt (OAC-ALONE) Study","~     The purpose of the study is to evaluate non-inferiority of oral anticoagulant (OAC)~     monotherapy to OAC plus single antiplatelet therapy (APT) in patients with atrial~     fibrillation (AF) and prior (>12 months) coronary stenting.~   ","C0004238;C1449882","C0003280;C0723338;C2348535",0,0
"NCT01964001","recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv","The Effects of Vitamin B-6 and Coenzyme Q10 Status on Oxidative Stress, Antioxidant Capacities, and Inflammatory Responses in Patients With Liver Cancer","~     Carcinoma is the leading cause of worldwide. Hepatocellular carcinoma (HCC) is the second~     cause of cancer mortality in Taiwan. Vitamin B-6 and coenzyme Q10 has been recognized as~     antioxidants and anti-inflammatory nutrients in recent clinical studies. The purposes of this~     study are going to investigate the relation of vitamin B-6 and coenzyme Q10 with the~     indicators of oxidative stress, antioxidant enzymes activities and the inflammatory markers~     in patients with stage 1 and stage 2 HCC. The study is designed as an intervention study. The~     investigators will recruit HCC patients with stage 1 and stage 2 (n = 150) who are identified~     by liver biopsy. HCC subjects are randomly assign to placebo, vitamin B-6 (50 mg/d), coenzyme~     Q10 (300 mg/d), and vitamin B-6 plus coenzyme Q10 supplements groups. Intervention is going~     to administration for three months. The concentrations of vitamin B-6, coenzyme Q10,~     oxidative stress indicators, antioxidant enzymes activities, antioxidant vitamins (vitamin A~     and E), and inflammatory markers are going to be analyzed. The results would provide more~     information nutrients for clinical physicians and dietitians for considering suggesting~     patients with HCC using vitamin B-6 or coenzyme Q10 supplementation to improve their clinical~     outcomes.~   ","C0056077;C0038435;C0023884;C0003402;C0042890","C0056077;C0003402;C0056077;C0056077;C0056077;C0021212;C0021212;C0007097;C0007097;C0042890;C3840271;C3840271;C0038435;C0005558;C0038435;C0023884;C0003402;C0003402;C0003402;C0042839;C0056077;C0042890;C0042890;C0032042;C0042890;C0042890;C0042890;C0042890;C0184511;C0242296;C3845829;C0600091",0,0
"NCT01966250","Outcomes of cerebrovascular accident_page_rank.csv","Electroacupuncture as a Complement to Usual Care for Patients With Non-acute Pain After Back Surgery","~     The purpose of this study is to find out the effectiveness of integrative medicine model for~     pain relief and improvement of function and quality of life on the patients with pain after~     back surgery.~   ","C0030193;C0004600","C0451615;C3161035;C0030193;C0004600",0,0
"NCT01966549","serious Rheumatoid arthritis_pageRank.csv","A Study to Evaluate the Effectiveness and Safety of CNTO6785 in Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease","~     The purpose of the study is to evaluate the effect of CNTO6785 compared with placebo in~     participants with moderate to severe Chronic Obstructive Pulmonary Disease.~   ","C0024117","C0024117;C0032042",0,0
"NCT01968122","Outcomes of cerebrovascular accident_page_rank.csv","Registry Study of Stenting for Symptomatic Intracranial Artery Stenosis in China","~     The SAMMPRIS suggested that aggressive treatment was superior to intravascular stenting in~     patients with severe symptomatic intracranial atherosclerotic stenosis (ICAS) due to high~     complication rate in patients in stenting group. However the intravascular therapy is going~     on because of low complication rate in considerable Chinese studies coming from several high~     volume stroke centers. Given to 12.2% patients failing to aggressive medical therap in the~     SAMMPRIS study, it is imperative to performing an multiple prospective registry study of~     stenting for patients with ICAS in China.~   ","C0524466;C2348535;C1261287","C0524466;C2348535;C1261287;C2348535;C2348535;C0038454;C0418981;C0009566;C0185026;C0376495",0,0
"NCT01969149","out of hospital cardiac arrest_page_rank.csv","Exenatide for Stress Hyperglycemia","~     Stress hyperglycemia is a common phenomenon in cardiac surgery that concerns diabetic and non~     diabetic patients.~      It has been shown that perioperative hyperglycemia is an independent risk factor of~     postoperative mortality and morbidity.~      The Leuven et al.'s study suggested that strict glycemic perioperative control using an~     intensive insulin therapy could reduce mortality and morbidity in surgical intensive care's~     patients. This study included a majority of cardiac surgery patients. Others studies have~     suggested that the beneficial effect of insulin-based tight perioperative glycemic control~     might be hampered by iatrogenic hypoglycemia. Moreover, insulin therapy failed to obtain~     perioperative glycemic stability in most patients.~      Exenatide (Byetta ®) is an incretin mimetic, characterized by an anti-hyperglycemic effect~     that depends on the blood glucose level.~      We hypothesize that continuous intravenous infusion of exenatide could improve perioperative~     glycemic control and stability and could reduce the risk of iatrogenic hypoglycemia compared~     to a conventional insulin therapy during the perioperative period of cardiac surgery.~   ","C0020456;C0038435","C1511497;C0020456;C0020456;C0020615;C0020615;C0021641;C0021641;C0021641;C0017725;C0021641;C0038435;C0005767;C0035648;C1562292;C0020456;C0184511;C0085559;C1444783;C1444783;C0011546;C0946279",0,0
"NCT01971242","Early Parkinson disease treatment_page_rank.csv","Trial of Exenatide for Parkinson's Disease","~     This study is a clinical trial in patients with Parkinson's disease, of a drug called~     Exenatide which is already licensed for the treatment of patients with Type 2 Diabetes. There~     have been several groups that have confirmed that Exenatide has beneficial effects on nerve~     cells when tested in the laboratory, that raises the possibility that Exenatide may slow down~     or stop the degenerative process of Parkinson's disease. In an open label trial in patients~     with Parkinson's disease who self administered the drug for 1 year, we have previously shown~     that the drug is well tolerated and shows encouraging effects on the movement and~     non-movement aspects of the disease, even 2 months after patients stopped administering the~     drug. The next step is therefore to formally evaluate whether Exenatide really is a potential~     neuroprotective drug, i.e. stops the nerve cells dying in Parkinson's disease, by~     conducting a double blind, placebo controlled trial.~   ","C0012634","C0011847;C0026649;C0026649;C0012634;C1522240;C0012634;C0012634;C0012634;C0012634;C0032042;C0180112;C0376495",0,0
"NCT01972568","serious Rheumatoid arthritis_pageRank.csv","Efficacy and Safety of Atacicept in Systemic Lupus Erythematosus","~     This is a multi-center, double-blind, randomized, Phase 2b trial to evaluate the efficacy of~     atacicept in subjects with systemic lupus erythematosus (SLE).~   ","C0409974","C0409974",646,19890
"NCT01975428","treating people already having hypertension_page_rank.csv","Scripps Wired for Health Study","~     People with chronic diseases such as diabetes, hypertension (high blood pressure) and cardiac~     (heart) arrhythmias tend to go to the doctor more often and have more tests done than those~     without those diseases. This can lead to increasing costs of healthcare and extra visits to~     doctors and healthcare facilities.~      There are now medical devices that can be used at home to monitor blood sugar, blood~     pressure, heart rhythms as well as other measurements. There have been some studies which~     show that when people take their own health readings, they are better able to control their~     disease, stay healthier and go to the doctor less often. In order to participate in the study~     participants will have been diagnosed with 1 or more of the following: Diabetes,~     Hypertension, Cardiac Arrhythmias.~      This study is designed to test those devices and see if they can help participants stay~     healthier through the recording and tracking of health measurements. Investigators will also~     be testing how easy it is to use these devices and whether or how easy it is to fit them in~     their daily schedule. Participants will be given an iPhone for use during the study and their~     recordings will be stored and displayed on the phone.~   ","","C0025080;C0005823;C0020538;C0020538;C0011847;C0012634;C0018787;C0005767;C0018787;C0008679;C0003811;C0003811;C0012634;C0871269;C0011847;C0005767;C0242209",0,0
"NCT01977326","dietary approaches for obesity treatment_page_rank.csv","Task Sharing Counseling Intervention by Community Health Workers for Prenatal Depression in South Africa","~     The objective of this randomised controlled trial (RCT) is to determine the effectiveness and~     cost-effectiveness of a task sharing counseling intervention for maternal depression in South~     Africa(i.e. provided by non-specialist health workers)~   ","C0010210;C0011570","C0010210;C0011570;C1858460;C0180112",0,0
"NCT01977859","recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv","BNP Pharmacodynamics and Effects on Metabolism in Lean and Obese Subjects","~     The purpose of this study is to collect data to help researchers better understand the~     various causes of obesity, which may lead to the development of new obesity treatment~     options.~   ","C0025519","C0028754;C0028754",0,0
"NCT01977859","Nonvalvular atrial fibrillation_page_rank.csv","BNP Pharmacodynamics and Effects on Metabolism in Lean and Obese Subjects","~     The purpose of this study is to collect data to help researchers better understand the~     various causes of obesity, which may lead to the development of new obesity treatment~     options.~   ","C0025519","C0028754;C0028754",0,0
"NCT01980771","treating people already having hypertension_page_rank.csv","Barbershop Talk: HIV Prevention for African American Heterosexual Men","~     This program utilizes a community-engaged research approach to implementing and evaluating a~     program that seeks to reduce sexual risk behavior among Black adult heterosexual men. The~     investigators aims are to assess the impact of this linguistically and culturally tailored~     HIV prevention program on the sexual risk of heterosexual, African American men aged 18 and~     older, to assess the intervention's impact on the more proximal social and psychosocial~     variables that the program is designed to change, and to identify key contextual level~     factors that may impact the intervention's impact across segments of this priority~     population.~   ","","C2728259;C2728259;C2728259;C2728259;C2946261",10,3440
